Zip,International,Admitted,Enrolled,ApplicantStatus,SexCode,School Type,RepeatingGrade,AdmissionsYr,BU Affiliation,SiblingConnection,InterviewRating,InterviewRating2,InterviewRating3,AppRecdDate,AppRecdMonth,InquiryDate,Ethnicity,Decision_Rating1,Decision_Rating2,Decision_Rating3,Decision_Rating4,SSATDate,SSATGrade,SSATVerbal,SSATQuantitative,SSATReading,SSATTotal
,Y,N,N,Rejected,M,International,N,2015,,N,,,,1/19/15,1,1/19/15,Asian,2,2,2,2,,,,,,
2446,,Y,Y,Enrolled,F,Public,N,2010,BU Employee,N,3,4,4,12/14/09,12,12/9/09,Multiracial,3.83,4.17,4.33,4.08,1/9/10,8,743,737,674,2154
2446,,Y,Y,Enrolled,F,Public,N,2013,,Y,5,4,5,10/21/12,10,9/26/12,Multiracial,5,5,5,5,1/5/13,8,800,800,767,2367
2056,,Y,Y,Enrolled,F,Private,N,2012,,Y,5,5,5,10/24/11,10,9/21/11,Asian American,4,3.33,3.92,3.82,10/15/11,8,737,749,704,2190
2446,,N,N,Rejected,M,Public,Y,2005,,N,,,,11/15/04,11,2/17/04,White/Caucasian,3,3.5,3.5,10,1/8/05,8,305,350,310,965
2421,,Y,Y,Enrolled,M,Private,N,2013,BU Employee,N,5,3,5,10/5/12,10,9/22/11,White/Caucasian,4.75,4.25,3.75,4.25,11/10/12,8,794,800,767,2361
2043,,N,N,Rejected,M,Private,N,2005,BU Employee,N,,,,12/17/04,12,8/24/04,White/Caucasian,3,4,1.5,8.5,1/8/05,8,301,292,290,883
2140,,Y,Y,Enrolled,F,Parochial,N,2011,BU Employee,N,5,5,5,12/7/10,12,9/20/10,White/Caucasian,5,5,5,5,12/11/10,8,794,770,734,2298
1778,,Y,Y,Enrolled,M,Private,N,2011,,N,5,4,4,11/18/10,11,10/22/10,White/Caucasian,4.83,4.33,4.17,4.33,11/13/10,8,794,800,725,2319
1778,,Y,Y,Enrolled,F,Public,N,2017,,Y,,,,11/28/16,11,11/8/16,White/Caucasian,,,,,1/7/17,8,698,800,698,2196
2115,,Y,Y,Enrolled,M,Private,N,2012,,N,5,4.5,4.5,1/19/12,1,10/7/10,Asian American,5,5,4.92,4.92,11/21/11,8,800,800,776,2376
2446,,Y,Y,Enrolled,M,Public,N,2017,,N,,,,12/12/16,12,12/12/16,,,,,,11/12/16,8,800,770,755,2325
2446,,Y,Y,Enrolled,F,International,N,2015,,N,3,4,3,12/19/14,12,12/14/14,Asian,3.67,4.17,3.83,3.67,1/10/15,8,665,776,677,2118
2128,,N,N,Rejected,M,Private,N,2010,,N,3.5,3.5,3,1/19/10,1,11/3/09,Hispanic: Brazilian,2.5,3,3,2,1/19/10,8,560,668,626,1854
2474,,Y,N,Decline,M,Private,N,2009,,N,5,5,4,12/30/08,12,11/28/08,White/Caucasian,4.33,3.83,4.17,3.93,1/10/09,8,749,749,695,2193
2129,,Y,Y,Enrolled,F,International,N,2008,,N,,,,7/28/08,7,6/4/08,White/Caucasian,,,,,,,,,,
2420,,N,N,Rejected,F,Private,N,2006,,N,,,,1/7/06,1,7/19/05,White/Caucasian,3.5,4,5,12,1/7/06,8,746,740,740,2226
2132,,N,N,Rejected,M,Public,N,2012,,N,3.5,3.5,4,1/19/12,1,10/17/11,Hispanic,1.5,1.5,2.5,1.5,,,,,,
2144,,N,N,Rejected,F,Public,N,2014,,N,5,5,4,11/18/13,11,11/18/13,LatiN/Hispanic American,2.17,2.75,2.5,2,2/1/14,9,641,695,683,2019
2122,,N,N,Rejected,F,Public,N,2012,,N,3.5,2.5,4,2/2/12,2,9/30/11,Hispanic,1.5,2,2.5,2,1/7/12,8,596,608,602,1806
2149,,N,N,Rejected,F,Public,N,2007,,N,,,,1/2/07,1,12/11/06,Hispanic,2,4,3,2.25,2/3/07,8,632,617,665,1914
2446,,N,N,Rejected,M,Public,N,2012,,N,,,,2/3/12,2,1/4/12,White/Caucasian,,,,,4/30/12,10,800,800,785,2385
,,N,N,Rejected,F,Home Schooled,N,2011,,N,4.5,4,4.5,1/28/11,1,10/21/10,White/Caucasian,3,3.25,3.5,3.25,1/7/12,9,689,716,677,2082
2136,,N,N,Wait List,F,Public,N,2017,,N,,,,11/28/16,11,11/25/16,,,,,,11/12/16,8,653,761,650,2064
2368,,N,N,Rejected,F,Parochial,N,2010,,N,3,3,4,1/6/10,1,12/9/09,African American: Ethiopian,1.83,2.33,2,1.5,2/12/10,8,563,617,611,1791
2368,,N,N,Rejected,F,Parochial,N,2011,,N,,,,2/4/11,2,10/7/10,African American: Ethiopian,1.83,2.33,2,1.5,2/5/11,9,632,683,626,1941
2119,,N,N,Rejected,M,Public,N,2015,,N,5,4,3,1/15/15,1,9/11/14,African American,1.5,2,2,1.75,11/19/14,8,677,623,641,1941
2368,,N,N,Wait List,F,Public,N,2013,,N,3,3,4,12/30/12,12,11/28/12,Asian American,3.17,3.33,3.33,3.17,1/5/13,8,692,695,719,2106
2138,,N,N,Wait List,F,Private,Y,2016,,N,,,,1/27/16,1,11/3/15,,4,4,4,3.5,,,,,,
2459,,N,N,Rejected,F,Public,N,2006,,N,,,,5/1/06,5,4/12/06,,4,3,3,10,4/22/06,8,656,761,626,2043
,Y,N,N,Rejected,M,International,N,2015,,N,,,,1/6/15,1,1/6/15,Asian,3.33,3.5,3.5,2.67,12/13/14,8,707,800,656,2163
2467,,Y,N,Decline,M,Public,N,2017,,N,,,,11/28/16,11,9/26/16,,,,,,10/15/16,8,800,800,755,2355
2148,,Y,N,Decline,M,Parochial,N,2012,,N,5,5,5,10/9/11,10,11/7/10,African American,4,4.5,4.33,4.45,12/10/11,8,764,737,662,2163
1890,,Y,N,Decline,F,Public,N,2017,,N,,,,10/7/16,10,10/7/16,,,,,,1/7/17,8,737,785,707,2229
2170,,Y,Y,Enrolled,F,Public,N,2011,,N,4,4,4,11/16/10,11,10/18/10,White/Caucasian,4.17,3.83,4.09,4,12/11/10,8,701,737,710,2148
2061,,Y,N,Decline,M,Public,N,2010,,N,4,4,3,1/6/10,1,9/25/09,Asian American,5,5,5,5,12/12/09,8,800,800,725,2325
2420,,N,N,Rejected,M,Public,N,2007,,N,,,,1/23/07,1,1/9/07,White/Caucasian,4,3,3,3,2/3/07,10,800,776,773,2349
2139,,Y,Y,Enrolled,M,Parochial,N,2008,,N,5,4.5,4.5,10/26/07,10,10/16/07,Multiracial: Asian/White,4.75,4.5,4.7,4.7,12/8/07,8,737,779,698,2214
2135,,N,N,Rejected,M,Private,N,2014,,N,5,5,4,1/1/14,1,11/13/13,Asian American,2.25,2.33,1.67,2.08,1/4/14,9,641,701,725,2067
2186,,N,N,Rejected,M,Private,N,2017,,N,,,,11/2/16,11,9/15/16,,,,,,10/15/16,8,800,758,719,2277
2472,,Y,N,Decline,M,Private,N,2017,,N,,,,12/6/16,12,9/7/16,,,,,,12/10/16,8,683,740,692,2115
2472,,Y,N,Decline,F,Private,N,2015,,N,5,5,5,11/17/14,11,9/30/14,Multiracial,3.67,3.83,4.17,3.83,12/13/14,8,689,746,686,2121
2333,,Y,N,Decline,M,Public,N,2010,,N,4,3,4,1/5/10,1,10/9/09,White/Caucasian,3.93,4.33,3.75,4,12/12/09,8,686,743,713,2142
2494,,Y,Y,Enrolled,M,Public,N,2010,,N,,,,7/14/10,7,5/28/10,White/Caucasian,,,,,6/12/10,8,665,800,707,2172
6410,,Y,N,Decline,F,Private,N,2007,,N,,,,1/3/07,1,9/19/06,White/Caucasian,3,4,3.5,3.5,11/14/06,8,728,653,698,2079
2368,,N,N,Wait List,F,Private,N,2005,,N,,,,1/27/05,1,1/9/05,White/Caucasian,4,4.25,5,13.25,2/5/05,8,350,335,318,1003
1778,,Y,N,Decline,M,Public,N,2013,,N,4,5,4,1/28/13,1,1/28/13,White/Caucasian,4.67,4.33,4,4.42,2/2/13,8,800,800,749,2349
1746,,N,N,WL-Decline,F,Private,N,2014,,N,4,4,3,10/12/13,10,10/6/13,Asian American,4.17,4.17,3.83,3.97,11/9/13,8,719,743,716,2178
1810,,Y,N,Decline,F,Public,N,2017,,N,,,,12/31/16,12,10/23/16,,,,,,12/10/16,8,716,767,731,2214
2025,,Y,Y,Enrolled,M,Public,N,2017,,N,,,,10/11/16,10,4/25/16,Caucasian,,,,,12/10/16,8,764,722,731,2217
2067,,N,N,Rejected,M,Private,N,2014,,N,2,3,3,10/13/13,10,10/13/13,Asian American,2,2.5,2.75,2.38,1/4/14,8,686,710,629,2025
1886,,Y,N,Decline,F,Public,N,2011,,N,4.25,4,5,10/28/10,10,9/29/10,Asian American,3.67,3,3.58,3.42,11/16/10,9,743,773,725,2241
2126,,Y,Y,Enrolled,F,Public,N,2016,,N,,,,1/31/16,1,9/9/15,,,,,,11/18/15,8,698,716,686,2100
1922,,Y,Y,Enrolled,F,Public,N,2011,,N,3.75,4,3,1/20/11,1,9/26/10,White/Caucasian,3.42,3.67,3.33,3.42,11/13/10,8,710,674,704,2088
2421,,Y,Y,Enrolled,M,Public,N,2015,,Y,4,4,4,12/18/14,12,7/7/14,Caucasian,4.02,3.67,4.5,3.92,11/15/14,8,743,776,671,2190
2421,,Y,Y,Enrolled,M,Private,N,2005,,Y,,,,12/6/04,12,8/25/04,White/Caucasian,5,4,4.5,13.5,11/29/04,8,341,325,322,988
2421,,Y,Y,Enrolled,F,Public,N,2009,,Y,4,5,5,1/30/09,1,9/23/08,White/Caucasian,3.88,4.5,4.5,4.5,12/13/08,8,647,767,680,2094
2368,,N,N,Rejected,F,Private,N,2014,,N,4,4,4,12/26/13,12,10/7/10,African American,2.25,3,3,2.25,1/4/14,8,674,629,650,1953
2445,,Y,Y,Enrolled,F,Public,N,2009,BU Employee,N,4,2.5,2.5,1/8/09,1,12/3/07,Asian American,4.5,4.33,3.17,4.17,1/10/09,8,794,800,722,2316
2119,,N,N,Rejected,M,Public,N,2007,,N,,,,1/3/07,1,9/21/06,Asian: Pakistan,2,3,3.5,2,1/6/07,8,599,707,614,1920
2341,,N,N,Wait List,M,Public,N,2009,,N,4,4,4,12/4/08,12,9/18/08,White/Caucasian,3.92,4.25,3.75,4,12/13/08,8,773,779,698,2250
1902,,N,N,Rejected,F,Public,N,2010,,N,3,2,4,11/3/09,11,10/23/09,Asian American,2.5,2,2,2,12/5/09,8,587,617,617,1821
2152,,Y,N,Decline,F,Public,N,2008,,N,4,4,3.5,11/6/07,11,3/5/07,White/Caucasian,3.6,4,4.3,3.9,10/13/07,7,716,683,695,2094
2446,,N,N,Rejected,M,Public,N,2007,,N,,,,1/31/07,1,10/30/06,White/Caucasian,3.5,3.5,3.5,3,2/3/07,10,776,749,749,2274
2138,,Y,Y,Enrolled,F,Private,N,2007,,N,,,,10/4/06,10,8/14/06,White/Caucasian,5,4.5,2.5,3.5,11/11/06,8,719,755,761,2235
1760,,Y,Y,Enrolled,F,Public,N,2014,BU Employee,N,4,4,3,1/26/14,1,1/8/14,Caucasian,3.75,3.83,3.92,3.83,1/4/14,8,695,662,716,2073
2138,,N,N,WL-Decline,M,Private,N,2009,,N,3,2.5,3,11/6/08,11,8/28/08,White/Caucasian,2.75,3,4,3,12/13/08,8,728,683,674,2085
1721,,Y,N,Decline,M,Parochial,N,2010,,N,4,3,3,12/2/09,12,11/4/09,Asian American,4.77,4.25,3.92,4.17,12/12/09,8,770,794,731,2295
1772,,Y,Y,Enrolled,F,Private,N,2007,,N,,,,1/23/07,1,9/5/06,White/Caucasian,5,4.33,3.67,4.17,12/9/06,8,752,740,722,2214
2116,,Y,Y,Enrolled,M,Private,N,2006,BU Employee,N,,,,11/8/05,11,9/10/05,FlipiN and White/Caucasian,5,4,5,14,12/10/05,8,791,764,731,2286
2116,,Y,N,Decline,F,Private,N,2016,,N,,,,12/21/15,12,6/15/15,,4.3,4.7,4.3,5,12/12/15,8,767,767,719,2253
1810,,Y,Y,Enrolled,M,Public,N,2012,,N,4,4.5,2.75,10/9/11,10,9/3/10,White/Caucasian,4,3.58,3.5,3.75,11/12/11,8,728,779,713,2220
1810,,Y,N,Decline,M,Public,N,2016,,Y,,,,9/20/15,9,9/23/14,White/Caucasian,3,3,3.7,3.7,12/12/15,8,713,701,716,2130
2360,,N,N,Wait List,F,Public,N,2012,,N,4,3.5,4,10/28/11,10,9/21/11,White/Caucasian,3.88,4.5,4,4.1,12/10/11,8,719,725,662,2106
2460,,Y,N,Decline,F,Private,N,2008,,N,4.5,5,4.5,1/4/08,1,11/20/07,White/Caucasian,4.25,4.25,5,4.5,1/12/08,9,743,797,716,2256
1772,,Y,N,Decline,M,Public,N,2016,,N,,,,12/2/15,12,6/24/15,,3.7,4,4.3,4,1/9/16,8,740,794,704,2238
2066,,Y,Y,Enrolled,F,Home Schooled,N,2015,,N,3,4,4,7/28/15,7,7/23/15,Caucasian,3.75,3.5,3.5,3.5,11/12/11,8,761,698,707,2166
2136,,N,N,Rejected,M,Private,N,2010,,N,3,3,3,12/17/09,12,9/15/09,African American,2.75,3.33,3.08,2.75,12/12/09,8,644,776,638,2058
2176,,N,N,Wait List,F,Parochial,N,2007,,N,,,,11/20/06,11,10/16/06,White/Caucasian,3.83,3.83,3.83,3.58,1/6/07,8,743,677,710,2130
2446,,Y,N,Decline,F,Public,N,2016,,N,,,,12/28/15,12,12/29/15,,4.7,4.3,4,4.3,12/12/15,8,791,770,731,2292
2806,,N,N,Rejected,F,Private,N,2013,,N,3,5,4,12/13/12,12,12/13/12,White/Caucasian,1.83,3.33,2.33,2.17,1/5/13,8,608,638,608,1854
2186,,N,N,Wait List,F,Private,N,2012,,N,3,3.5,3,1/31/12,1,10/16/11,White/Caucasian,3,3.5,3,3.1,12/10/11,8,767,605,719,2091
2482,,N,N,Wait List,F,Private,N,2014,,N,4,4,4,10/27/13,10,10/7/13,Asian American,3.33,3.5,3.5,3.42,12/7/13,8,635,761,653,2049
1721,,Y,N,Decline,F,Private,N,2010,,N,4.5,4.5,5,11/2/09,11,5/26/09,Hispanic,3.25,3.5,3.5,3.25,12/12/09,8,728,647,701,2076
2128,,N,N,Wait List,F,Public,N,2011,,N,3.25,3.75,4,10/22/10,10,5/14/10,Hispanic,3.08,3.78,3.17,3.23,1/8/11,8,641,704,677,2022
1890,,Y,N,Decline,F,Public,N,2012,,N,4.5,4,4,11/26/11,11,8/27/11,White/Caucasian,5,5,5,5,12/10/11,8,743,800,719,2262
2445,,N,N,Rejected,F,Public,N,2007,,N,,,,1/12/07,1,10/29/06,White/Caucasian,2.25,2.25,2,2,1/6/07,8,644,677,647,1968
2130,,Y,Y,Enrolled,M,Parochial,N,2007,,N,,,,12/14/06,12,9/16/06,African American,3,4.17,4,3.42,12/9/06,8,656,683,662,2001
2478,,Y,Y,Enrolled,F,Public,N,2017,,N,,,,10/25/16,10,10/3/16,Caucasian,,,,,1/7/17,8,680,800,686,2166
2114,,Y,Y,Enrolled,F,Private,N,2007,,N,,,,4/25/07,4,9/27/06,White/Caucasian,3.5,4,4,3.5,10/14/06,8,734,689,686,2109
2145,,Y,N,Decline,F,Private,N,2012,,Y,3.5,4.5,5,11/5/11,11,10/12/11,White/Caucasian,4.75,4.5,4.75,4.75,1/7/12,8,767,749,794,2310
2472,,N,N,Rejected,M,Private,N,2015,,N,3,2,3,11/16/14,11,9/13/14,Caucasian,3.35,2.85,3.43,2.5,11/15/14,8,761,743,692,2196
2474,,Y,N,Decline,M,Public,N,2011,,N,5,5,5,11/29/10,11,10/29/10,Asian American,4.92,4.92,5,5,12/11/10,8,800,797,743,2340
1945,,Y,N,Decline,M,Private,N,2011,,N,4.5,4,5,12/29/10,12,9/9/10,White/Caucasian,3.92,3.5,3.5,3.5,1/19/11,8,785,713,731,2229
1890,,N,N,WL-Decline,M,Public,N,2015,,N,4,4,5,2/2/15,2,4/24/14,Asian American,3.63,4,4,3.73,2/7/15,9,749,794,704,2247
1886,,N,N,Rejected,M,Public,N,2011,,N,5,5,5,12/31/10,12,9/27/10,Asian American,2,3.25,3.25,2.13,2/5/11,8,689,731,599,2019
2124,,N,N,Rejected,M,Public,N,2011,,N,4.5,4,4.5,1/30/11,1,9/14/10,Hispanic,1.5,3,2,2.5,12/11/10,8,623,632,626,1881
2132,,N,N,Rejected,M,Public,N,2006,,N,,,,12/19/05,12,12/6/05,Portugese/Jewish,3,4,5,12,1/7/06,8,761,773,740,2274
2458,,Y,Y,Enrolled,M,Public,N,2016,,N,,,,11/4/15,11,11/9/14,,2.7,3,3.7,3,12/12/15,8,692,746,665,2103
1776,,N,N,Rejected,F,Private,N,2005,,N,,,,11/16/04,11,10/13/04,,4,4,3,10,2/5/05,8,319,311,308,938
2478,,N,N,Wait List,M,Public,N,2012,,N,4,4,3.5,10/24/11,10,10/16/11,,3.78,3.5,3.42,3.58,1/7/12,8,704,749,716,2169
1772,,Y,Y,Enrolled,M,Public,N,2014,,N,5,5,5,10/13/13,10,9/14/13,Asian American,4.88,4.88,4.75,4.38,12/7/13,8,734,800,728,2262
1772,,Y,Y,Enrolled,M,Public,N,2016,,Y,,,,11/30/15,11,9/17/15,,3.7,3.7,4.7,4,1/9/16,8,710,797,701,2208
2472,,N,N,Wait List,M,Private,N,2007,,N,,,,1/4/07,1,10/5/06,White/Caucasian,4,3.25,3.25,3.25,1/6/07,8,737,743,722,2202
2453,,Y,Y,Enrolled,F,Private,N,2011,,N,5,5,2.5,12/31/10,12,11/12/10,White/Caucasian,4.58,4.67,4.33,4.58,12/11/10,9,800,779,743,2322
2453,,Y,Y,Enrolled,M,Private,N,2015,,Y,4,4,4,9/21/14,9,5/28/14,Caucasian,4.18,4.6,3.92,4.2,1/10/15,8,743,800,725,2268
2138,,N,N,Rejected,M,Public,N,2010,,N,4.5,4,4,1/27/10,1,1/12/10,White/Caucasian,3.5,2,2.5,2.25,1/9/10,8,755,704,740,2199
2189,,N,N,Rejected,M,Public,N,2016,BU Employee,N,,,,1/31/16,1,1/28/16,,,,,,2/6/16,8,575,656,611,1842
1773,,Y,N,Decline,M,Private,N,2010,,N,5,5,5,11/30/09,11,6/16/09,White/Caucasian,5,5,5,5,11/19/09,8,800,773,740,2313
2152,,Y,N,Decline,F,Public,N,2016,,N,,,,1/4/16,1,10/18/15,European American (Caucasian),4,4.3,4,4,12/12/15,8,695,704,698,2097
2125,,Y,Y,Enrolled,F,Public,N,2008,,N,4.25,4.25,4.25,1/4/08,1,10/11/07,Hispanic,3.3,4.2,4.5,3.6,12/8/07,8,635,725,656,2016
2184,,Y,Y,Enrolled,F,Public,N,2005,,N,,,,10/21/04,10,9/9/04,White/Caucasian,4.5,5,4.5,14,11/29/04,8,338,319,344,1001
1748,,Y,N,Decline,M,Private,N,2005,,N,,,,12/22/04,12,8/23/04,White/Caucasian,4.5,3.5,4.5,12.5,12/11/04,8,335,321,318,974
2189,,Y,Y,Enrolled,F,Public,Y,2015,,N,,,,7/17/15,7,6/22/15,African American,3.85,4,3.85,3.9,12/7/13,8,662,701,689,2052
2138,,N,N,Rejected,M,Public,N,2006,,N,,,,1/31/06,1,11/16/05,White/Caucasian,4,4,4,12,12/10/05,8,740,719,713,2172
2472,,N,N,Wait List - FA,M,Public,N,2016,,N,,,,11/2/15,11,10/5/15,,3,4,3.7,3.3,12/12/15,8,710,713,734,2157
1940,,Y,Y,Enrolled,F,Home Schooled,Y,2016,,N,,,,12/30/15,12,10/8/15,,4,4,3.5,3.5,,,,,,
2481,,Y,Y,Enrolled,M,Public,N,2010,,N,4,4,3.5,10/26/09,10,4/23/09,White/Caucasian,4.17,3.83,3.67,3.83,11/14/09,8,716,800,695,2211
1940,,Y,N,Decline,F,Private,N,2015,,N,4,5,4,10/20/14,10,8/28/14,Caucasian,3.83,3.92,3.92,3.78,11/15/14,8,737,722,722,2181
2149,,Y,Y,Enrolled,F,Public,N,2015,,N,5,5,5,1/10/15,1,5/29/14,Caucasian,3.83,4.33,4.5,3.95,12/13/14,8,695,689,749,2133
3909,,Y,Y,Enrolled,F,Private,N,2008,,N,5,5,4,1/4/08,1,11/20/07,White/Caucasian,4.5,4.7,4.2,3.5,1/12/08,8,776,743,710,2229
2030,,N,N,WL-Decline,M,Other,N,2015,,N,4,3,3,12/8/14,12,11/18/13,Caucasian,4.45,4.12,3.67,3.54,12/13/14,8,755,797,698,2250
2155,,N,N,Wait List,F,Parochial,N,2012,,N,3.75,3.75,3.75,9/19/11,9,12/5/10,White/Caucasian,3.5,3.58,3.5,3.43,12/10/11,8,674,677,677,2028
2903,,Y,Y,Enrolled,M,Public,N,2006,,N,,,,12/29/05,12,6/5/05,White/Caucasian,5,5,5,15,1/7/06,8,749,788,749,2286
2420,,N,N,Rejected,F,Public,N,2017,,N,,,,11/28/16,11,11/8/16,,,,,,12/10/16,8,701,683,635,2019
2459,,Y,N,Decline,M,Private,N,2011,BU Employee,N,4,4,4.5,10/20/10,10,10/27/08,Hispanic,4.88,4.88,4.88,4.88,12/11/10,8,737,800,716,2253
2186,,N,N,WL-Decline,M,Private,N,2010,,N,4,4,5,11/30/09,11,11/30/09,White/Caucasian,3.42,3,3.5,3.33,1/9/10,8,728,752,704,2184
2062,,Y,Y,Enrolled,F,Private,N,2006,,N,,,,10/7/05,10,7/10/05,White/Caucasian,4,4.5,5,14,11/19/05,8,686,773,716,2175
2150,,N,N,Rejected,F,Public,N,2009,,N,4,4,5,1/13/09,1,12/3/08,Multiracial: Hispanic/White,2,2.75,2.75,2.5,2/7/09,8,734,734,728,2196
2150,,N,N,Rejected,M,Private,N,2006,,N,,,,1/11/06,1,9/15/03,Haitian,3,4,3.5,10.5,1/7/06,8,677,722,680,2079
2359,,N,N,Rejected,M,Public,N,2009,,N,4,3.25,3.25,12/17/08,12,9/17/08,White/Caucasian,2.75,3.67,3.17,2.43,1/10/09,8,593,743,659,1995
2124,,N,N,Rejected,F,Public,N,2006,,N,,,,11/22/05,11,10/16/05,Biracial,5,4,2,11,12/10/05,8,626,668,620,1914
1886,,Y,N,Decline,M,Home Schooled,N,2008,,N,4.25,4,5,12/18/07,12,7/13/06,White/Caucasian,,,,,1/12/08,9,800,797,728,2325
2458,,N,N,Wait List,F,Private,N,2016,,N,,,,1/11/16,1,1/11/16,,3.3,3,3,3.3,2/6/16,8,677,731,767,2175
2130,,N,N,Rejected,M,Private,N,2008,,N,3,4,4,2/6/08,2,10/29/07,Hispanic,1.5,2.75,2.5,2,12/8/07,8,647,590,611,1848
2136,,N,N,Rejected,F,Private,N,2005,,N,,,,12/29/04,12,10/29/04,Hispanic,3,3.5,1,7.5,11/20/04,8,296,275,296,867
2476,,Y,Y,Enrolled,M,Public,N,2017,,N,,,,11/15/16,11,9/27/15,Caucasian,,,,,11/12/16,8,782,749,770,2301
2333,,Y,N,Decline,F,Private,N,2013,,N,4,5,5,11/11/12,11,10/31/12,Middle Eastern American,3.33,4,3.67,3.33,1/5/13,8,704,644,677,2025
2067,,Y,N,Decline,M,Private,N,2015,,N,5,5,4,11/15/14,11,10/20/14,Asian American,4.5,4.45,4.25,4.45,1/10/15,8,788,782,725,2295
91103,,Y,Y,Enrolled,F,Private,N,2006,,N,,,,11/2/05,11,9/23/03,White/Caucasian,5,5,5,15,12/10/05,8,764,770,794,2328
2703,,N,N,Rejected,M,Public,N,2005,,N,,,,1/4/05,1,10/13/04,Multiracial,3,3.5,3,9.5,12/20/04,8,311,315,316,942
2130,,N,N,Rejected,F,Public,N,2006,,N,,,,2/7/06,2,9/18/05,Hispanic,3,5,3,11,1/7/06,8,671,665,668,2004
2140,,Y,N,Decline,M,Private,N,2009,,N,4,4.5,4.5,11/7/08,11,9/22/07,White/Caucasian,4.27,3.93,4.33,4.1,12/13/08,8,800,782,794,2376
2459,,N,N,WL-Decline,M,Private,N,2007,,N,,,,1/3/07,1,10/29/06,White/Caucasian,3.67,3,3,3,12/9/06,8,743,761,698,2202
2445,,Y,Y,Enrolled,M,Public,N,2015,,N,4,5,4,11/22/14,11,10/26/14,Multiracial,4.38,4.88,5,4.75,1/10/15,9,782,800,728,2310
2149,,Y,Y,Enrolled,M,Public,N,2014,,N,5,4,4,1/8/14,1,1/1/14,Caucasian,4,4.75,4.63,4.5,1/4/14,8,800,704,767,2271
2128,,N,N,Wait List - FA,M,Public,N,2016,,N,,,,12/9/15,12,9/30/15,,2.7,4,3.7,3.3,1/9/16,8,638,719,659,2016
2072,,N,N,Rejected,M,Private,N,2005,,N,,,,1/11/05,1,9/16/03,African American,4,2,5,11,1/8/05,7,330,341,321,992
2128,,N,N,Rejected,F,Public,N,2014,,N,4,4,4,1/5/14,1,10/9/13,LatiN/Hispanic American,1,2,3,1.75,11/9/13,8,569,668,587,1824
2142,,Y,Y,Enrolled,M,Private,N,2015,,N,4,4,4,11/18/14,11,9/11/14,Multiracial,4.95,3.67,4.33,4.25,10/8/14,8,773,788,800,2361
1760,,N,N,Wait List,M,Private,N,2016,,N,,,,10/27/15,10,10/21/14,,3.7,3.7,4,3.5,12/12/15,8,737,779,749,2265
2128,,N,N,Rejected,F,Public,N,2009,,N,4,4,5,1/30/09,1,9/27/08,Hispanic,2.25,3.5,3.5,2.5,1/10/09,8,602,653,602,1857
97239,,Y,N,Decline,M,Private,N,2010,,N,4.5,5,5,1/6/10,1,11/4/09,White/Caucasian,4.92,4.33,4.42,4.53,10/17/09,9,785,791,728,2304
2189,,N,N,Rejected,M,Private,N,2007,,N,,,,1/2/07,1,1/2/07,Middle Eastern: Lebanese,1,2,2,2,2/3/07,8,581,737,605,1923
2458,,Y,N,Decline,M,Private,N,2015,,N,4,4,5,11/25/14,11,6/9/14,Multiracial,4.25,4.42,3.98,4.42,12/13/14,8,713,800,674,2187
,Y,Y,Y,Enrolled,M,Private,Y,2011,,N,4.5,4.5,5,1/28/11,1,11/7/10,White/Caucasian,3.25,3.58,4,3.42,11/13/10,9,770,758,731,2259
2140,,Y,N,Decline,F,Public,N,2012,,N,4.5,4.5,5,12/9/11,12,11/14/11,White/Caucasian,3.83,3.67,4,3.83,12/10/11,8,749,725,695,2169
1966,,Y,N,Decline,M,Private,N,2013,,N,5,5,5,12/31/12,12,12/12/12,White/Caucasian,3.5,3.42,3.67,3.42,12/8/12,9,788,755,695,2238
2493,,Y,Y,Enrolled,M,Private,N,2005,,N,,,,11/12/04,11,10/26/04,White/Caucasian,4,5,4,13,11/13/04,8,322,323,328,973
2139,,N,N,Wait List,F,Public,N,2008,,N,4.5,5,4.5,1/7/08,1,10/15/07,White/Caucasian,3,3.2,3.8,3.2,12/8/07,8,641,731,725,2097
USA,,N,N,Rejected,M,International,N,2017,BU Employee,N,,,,1/6/17,1,12/21/16,,,,,,12/10/16,9,668,611,626,1905
2150,,N,N,Rejected,F,Public,N,2015,,Y,2,2,2,1/24/15,1,11/17/14,LatiN/Hispanic American,2,2.5,3,2.25,1/10/15,8,584,626,659,1869
2150,,Y,Y,Enrolled,F,Public,N,2010,,N,5,5,5,12/14/09,12,11/12/09,Hispanic,3.58,4.33,3.75,3.75,1/9/10,8,674,719,704,2097
2467,,Y,N,Decline,M,Public,N,2017,,N,,,,10/31/16,10,9/19/16,,,,,,11/12/16,8,800,800,770,2370
2458,,Y,N,Decline,M,Private,N,2017,,N,,,,10/4/16,10,7/18/16,,,,,,4/23/16,8,773,785,734,2292
2148,,Y,N,Decline,M,Public,N,2010,,N,4,4,4,1/5/10,1,10/7/09,White/Caucasian,4.92,4.33,4.27,4.72,12/12/09,8,800,782,761,2343
2138,,N,N,Rejected,M,Parochial,N,2006,,N,,,,12/16/05,12,11/5/04,American/Brazilian,3.5,4,2,9.5,1/7/06,8,665,671,668,2004
2176,,Y,N,Decline,F,Public,N,2005,,N,,,,1/5/05,1,10/6/04,,4,4,4,12,12/20/04,8,326,306,321,953
